Company,Headquarters,Website,Sales Contact,Jet Card Name - Description,Hourly Rate,Peak Hourly Rate
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,778","14,811"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$16,016","17,217"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$16,416","17,647"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$16,816","18,077"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,704","9,357"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$9,104","9,787"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,504","10,217"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$7,819","8,405"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$8,219","8,835"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$8,619","9,265"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$9,329","10,029"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$9,729","10,459"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$10,129","10,889"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$6,584","7,078"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$6,984","7,508"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$7,384","7,938"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$9,482","10,193"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$9,882","10,623"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$10,282","11,053"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$11,302","12,150"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$11,702","12,580"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$12,102","13,010"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$8,469","9,104"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$8,869","9,534"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$9,269","9,964"
ONEflight International (BAJ) ,"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$6,119","6,578"
Outlier Jets LLC (OJ),"Boston, MA, Manhattan Beach, CA, Naples, FL",www.outlierjets.com,intelligence@outlierjets.com,OJ - The Outlier Light Jet Card ,"7,700","9,070"
Outlier Jets LLC (OJ),"Boston, MA, Manhattan Beach, CA, Naples, FL",www.outlierjets.com,intelligence@outlierjets.com,OJ - The Outlier Mid Elite Jet Card,"9,650","11,513"
Outlier Jets LLC (OJ),"Boston, MA, Manhattan Beach, CA, Naples, FL",www.outlierjets.com,intelligence@outlierjets.com,OJ - The Outlier Super-mid Elite Jet Card,"11,750","13,949"
Outlier Jets LLC (OJ),"Boston, MA, Manhattan Beach, CA, Naples, FL",www.outlierjets.com,intelligence@outlierjets.com,OJ - The Outlier Heavy Elite Jet Card,"13,550","16,380"
Paramount Business Jets (PBJ),"Leesburg, VA",www.paramountbusinessjets.com,charter@paramountbusinessjets.com,PBJ - Emerald Jet Card - 100k,Dynamic Pricing,
Paramount Business Jets (PBJ),"Leesburg, VA",www.paramountbusinessjets.com,charter@paramountbusinessjets.com,PBJ - Gold Jet Card - 250k,Dynamic Pricing,
Paramount Business Jets (PBJ),"Leesburg, VA",www.paramountbusinessjets.com,charter@paramountbusinessjets.com,PBJ - Platinum Jet Card - 500k,Dynamic Pricing,
Premier Private Jets (PPJ),"Stuart, Florida",https://premierprivatejets.com/,Brandon Cardona (908) 655-1881 or sales@premierprivatejets.com,PPJ - Premier Private Jets Card Program - Midsize,"8,750","10,063"
Premier Private Jets (PPJ),"Stuart, Florida",https://premierprivatejets.com/,Brandon Cardona (908) 655-1881 or sales@premierprivatejets.com,PPJ - Premier Private Jets Card Program - Light,"7,550","8,683"
Premier Private Jets (PPJ),"Stuart, Florida",https://premierprivatejets.com/,Brandon Cardona (908) 655-1881 or sales@premierprivatejets.com,PPJ - Premier Private Jets Card Program - Super Midsize,"10,750","12,363"
Premier Private Jets (PPJ),"Stuart, Florida",https://premierprivatejets.com/,Brandon Cardona (908) 655-1881 or sales@premierprivatejets.com,PPJ - Premier Private Jets Card Program - Light,"7,350","8,453"
Premier Private Jets (PPJ),"Stuart, Florida",https://premierprivatejets.com/,Brandon Cardona (908) 655-1881 or sales@premierprivatejets.com,PPJ - Premier Private Jets Card Program - Midsize,"8,500","9,775"
Premier Private Jets (PPJ),"Stuart, Florida",https://premierprivatejets.com/,Brandon Cardona (908) 655-1881 or sales@premierprivatejets.com,PPJ - Premier Private Jets Card Program - Super Midsize,"10,500","12,075"
"Priester Aviation (PA) - Atlanta, Chicago, Cincinnati, Dallas, Denver, Los Angeles, Minneapolis, New York, St. Louis, South Florida ","Wheeling, IL ",www.priesterav.com,tedp@priesterav.com,PA - Centerline - Mid Jets,"11,995","14,994"
"Priester Aviation (PA) - Atlanta, Chicago, Cincinnati, Dallas, Denver, Los Angeles, Minneapolis, New York, St. Louis, South Florida ","Wheeling, IL ",www.priesterav.com,tedp@priesterav.com,PA - Centerline - Super-Mid Jets,"14,600","18,250"
"Priester Aviation (PA) - Atlanta, Chicago, Cincinnati, Dallas, Denver, Los Angeles, Minneapolis, New York, St. Louis, South Florida ","Wheeling, IL ",www.priesterav.com,tedp@priesterav.com,PA - Centerline - Large Jets,"21,995","27,494"
Private Jet Services (PJS) ,"Seabrook, NH",www.pjsgroup.com,andrew.vanderploeg@pjsgroup.com,PJS - Light Jet Membership,"7,500","9,194"
Private Jet Services (PJS) ,"Seabrook, NH",www.pjsgroup.com,andrew.vanderploeg@pjsgroup.com,PJS - Mid Sized Jet Membership,"9,795","11,949"
Private Jet Services (PJS) ,"Seabrook, NH",www.pjsgroup.com,andrew.vanderploeg@pjsgroup.com,PJS - Super-MidJet Membership,"12,750","15,577"
Private Jet Services (PJS) ,"Seabrook, NH",www.pjsgroup.com,andrew.vanderploeg@pjsgroup.com,PJS - Heavy Priority Membership,"15,995","19,424"
Private Jet Services (PJS) ,"Seabrook, NH",www.pjsgroup.com,andrew.vanderploeg@pjsgroup.com,PJS - Ultra Long Haul Priority Membership,"18,750","22,707"
PrivateFly (PF),"St. Albans, England",www.privatefly.com,jetcard@privatefly.com,PF - PrivateFly Light Jet Card Plus,"7,500","9,000"
PrivateFly (PF),"St. Albans, England",www.privatefly.com,jetcard@privatefly.com,PF - PrivateFly Super-Midsize Jet Card,"10,200","12,240"
PrivateFly (PF),"St. Albans, England",www.privatefly.com,jetcard@privatefly.com,PF - PrivateFly Heavy Jet Card,"12,500","15,000"
PrivateFly (PF),"St. Albans, England",www.privatefly.com,jetcard@privatefly.com,PF - PrivateFly Aviator Membership - Transatlantic Fixed Rates,Dynamic Pricing,
PrivateFly (PF),"St. Albans, England",www.privatefly.com,jetcard@privatefly.com,PF - PrivateFly Aviator Membership ,Dynamic Pricing,
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Light Jet Membership Card - 100k,"5,600","6,923"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Mid Size Jet Membership Card - 100k,"7,150","8,839"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Super Mid Size Jet Membership Card - 100k,"8,999","11,125"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Heavy Jet Membership Card - 100k,"12,565","15,533"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Light Jet Membership Card - 250k,"5,488","6,785"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Mid Size Jet Membership Card - 250k,"7,007","8,662"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Super Mid Size Jet Membership Card - 250k,"8,820","10,904"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Heavy Jet Membership Card - 250k,"12,314","15,223"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Light Jet Membership Card - 500k,"5,379","6,650"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Mid Size Jet Membership Card - 500k,"6,867","8,489"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Super Mid Size Jet Membership Card - 500k,"8,644","10,686"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Heavy Jet Membership Card - 500k,"12,068","14,919"
Prive Jets (PJ),"Hallandale, FL",www.privejets.com,info@privejets.com,PJ - Jet Setter Card - 50k,Dynamic Pricing,
Qatar Executive (QR),"Doha, Qatar",https://www.qatarexec.com.qa/en/Services/DiamondAgreement,request@qatarexec.com.qa,QR - The Block Hour Agreement,"15,000","15,000"
Qatar Executive (QR),"Doha, Qatar",https://www.qatarexec.com.qa/en/Services/DiamondAgreement,request@qatarexec.com.qa,QR - The Block Hour Agreement,"15,000","15,000"
Qatar Executive (QR),"Doha, Qatar",https://www.qatarexec.com.qa/en/Services/DiamondAgreement,request@qatarexec.com.qa,QR - The Block Hour Agreement,"18,000","18,000"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 25 Hr Light Jet,"6,650","10,723"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 100 Hr Light Jet,"6,650","10,723"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 50 Hr Light Jet,"6,650","10,723"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 75 Hr Light Jet,"6,650","10,723"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 100 Hr Mid Jet,"8,768","14,138"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 50 Hr Mid Jet,"8,768","14,138"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 75 Hr Mid Jet,"8,768","14,138"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 25 Hr Mid Jet,"8,768","14,138"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 100 Hr Super Mid Jet,"11,488","18,524"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 50 Hr Super Mid Jet,"11,488","18,524"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 75 Hr Super Mid Jet,"11,488","18,524"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 25 Hr Super Mid Jet,"11,488","18,524"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 100 Hr Heavy Jet,"15,116","24,375"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 50 Hr Heavy Jet,"15,116","24,375"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 75 Hr Heavy Jet,"15,116","24,375"
Quantum Jets (QJ),"Long Beach, CA",QUANTUMJETS.COM,charter@quantumjets.com,QJ - Quantum Card 25 Hr Heavy Jet,"15,116","24,375"
Rennia Aviation (RA) - Program on hold,"Gainesville, FL",https://www.renniaaviation.com/,https://www.renniaaviation.com/contact-us,RA - Rennia Aviation Jet Club - Light,"6,500","7,686"
Rennia Aviation (RA) - Program on hold,"Gainesville, FL",https://www.renniaaviation.com/,https://www.renniaaviation.com/contact-us,RA - Rennia Aviation Jet Club - Midsize,"7,000","8,278"
Rennia Aviation (RA) - Program on hold,"Gainesville, FL",https://www.renniaaviation.com/,https://www.renniaaviation.com/contact-us,RA - Rennia Aviation Jet Club - Super Midsize,"9,000","10,643"
Rennia Aviation (RA) - Program on hold,"Gainesville, FL",https://www.renniaaviation.com/,https://www.renniaaviation.com/contact-us,RA - Rennia Aviation Jet Club - Large,"11,500","13,599"
Sentient Jet (SJ) ,"Boston, MA",www.sentient.com,info@sentient.com,SJ - SJ25 Light Preferred ,"6,975","9,039"
Sentient Jet (SJ) ,"Boston, MA",www.sentient.com,info@sentient.com,SJ - SJ25+ Midsize,"8,985","11,721"
Sentient Jet (SJ) ,"Boston, MA",www.sentient.com,info@sentient.com,SJ - SJ25+ Super Midsize ,"10,980","15,625"
Sentient Jet (SJ) ,"Boston, MA",www.sentient.com,info@sentient.com,SJ - SJ25+ Large Cabin ,"12,990","18,957"
Silver Air Private Jets (SA),"Santa Barbara, CA",www.SilverAir.com,FlightClub@SilverAir.com,SA - Flight Club - Simple,Dynamic Pricing,
Silver Air Private Jets (SA),"Santa Barbara, CA",www.SilverAir.com,FlightClub@SilverAir.com,SA - Flight Club - Stealth,Custom,
Silver Air Private Jets (SA) - On hold for members,"Santa Barbara, CA",www.SilverAir.com,FlightClub@SilverAir.com,SA - Flight Club - Secure - Light,"6,000","6,900"
Silver Air Private Jets (SA) - On hold for members,"Santa Barbara, CA",www.SilverAir.com,FlightClub@SilverAir.com,SA - Flight Club - Secure - Midsize,"7,475","8,596"
Silver Air Private Jets (SA) - On hold for members,"Santa Barbara, CA",www.SilverAir.com,FlightClub@SilverAir.com,SA - Flight Club - Secure - Super Midsize,"9,200","10,580"
Silver Air Private Jets (SA) - On hold for members,"Santa Barbara, CA",www.SilverAir.com,FlightClub@SilverAir.com,SA - Flight Club - Secure - Large,"12,350","14,203"
"Silverhawk Aviation, Inc. (SH) - within 200 miles of Lincoln, NE - On Waitlist","Lincoln, NE",https://silverhawkaviation.com/jet-card/,cbirnley@silverhawkaviation.com,SH - Silverhawk Jet Card - King Air C90A,"3,800","4,085"
"Silverhawk Aviation, Inc. (SH) - within 200 miles of Lincoln, NE - On Waitlist","Lincoln, NE",https://silverhawkaviation.com/jet-card/,cbirnley@silverhawkaviation.com,"SH - Silverhawk Jet Card - Citation Encore, Ultra, V","5,000","5,375"
"Silverhawk Aviation, Inc. (SH) - within 200 miles of Lincoln, NE - On Waitlist","Lincoln, NE",https://silverhawkaviation.com/jet-card/,cbirnley@silverhawkaviation.com,SH - Silverhawk Jet Card - Citation Excel/XLS,"6,250","6,719"
Solairus Aviation (SO) - Not accepting new customers,"Petaluma, CA",www.solairus.aero,charter@solairus.aero,SO - Altitude 25 Light Jets,"6,500","6,500"
Solairus Aviation (SO) - Not accepting new customers,"Petaluma, CA",www.solairus.aero,charter@solairus.aero,SO - Altitude 25 Mid-Size Jets,"8,900","8,900"
Solairus Aviation (SO) - Not accepting new customers,"Petaluma, CA",www.solairus.aero,charter@solairus.aero,SO - Altitude 25 Super-Mid Size Jets,"10,200","10,200"
Solairus Aviation (SO) - Not accepting new customers,"Petaluma, CA",www.solairus.aero,charter@solairus.aero,SO -Altitude 25 Heavy Jets,"14,500","14,500"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Light ,"7,160","7,697"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Light Premium,"7,560","8,127"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Mid ,"8,360","8,987"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Super Midsize,"10,360","11,137"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Heavy,"11,160","11,997"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Heavy Premium,"12,360","13,287"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,SJI - 25 Hour Skycard - Ultra-Long-Range Heavy,"15,560","16,727"
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,"SJI - Dynamic - $50,000",Dynamic Pricing,
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,"SJI - Dynamic - $100,000",Dynamic Pricing,
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,"SJI - Dynamic - $250,000",Dynamic Pricing,
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,"SJI - Dynamic - $1,000,000,000",Dynamic Pricing,
Star Jets International LLC (SJI),"New York, NY",www.starjetsintl.com,rs@starjetsintl.com,"SJI - Dynamic - $500,000",Dynamic Pricing,
Starflight Aviation Europe (SFAE) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Light Cabin,"5,500","5,500"
Starflight Aviation Europe (SFAE) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Midsize Cabin,"7,700","7,700"
Starflight Aviation Europe (SFAE) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Super Midsize Cabin,"9,900","9,900"
Starflight Aviation Europe (SFAE) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Large Cabin,"11,900","11,900"
Starflight Aviation Europe (SFAE) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Global Cabin,"15,000","15,000"
Starflight Aviation US (SFA) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Light Cabin,"5,600","6,020"
Starflight Aviation US (SFA) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Midsize Cabin,"7,600","8,170"
Starflight Aviation US (SFA) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Super Midsize Cabin,"10,300","11,073"
Starflight Aviation US (SFA) - Suspended Jet Card Sales,"Farnborough Airport, UK
Teterboro Airport, US",www.flystarflight.com,sales@flystarflight.com,SFA - Large Cabin,"12,400","13,330"
StraightLine Private Air (SPA),"Denver, CO",www.flystraightline.com,Evan Kluding - VP of Sales (evan@flystraightline.com),SPA - Dynamic - Silver,Dynamic Pricing,
StraightLine Private Air (SPA),"Denver, CO",www.flystraightline.com,Evan Kluding - VP of Sales (evan@flystraightline.com),SPA - Dynamic - Platinum,Dynamic Pricing,
StraightLine Private Air (SPA),"Denver, CO",www.flystraightline.com,Evan Kluding - VP of Sales (evan@flystraightline.com),SPA - Dynamic - Black,Dynamic Pricing,
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR HIGHER Membership - Light - 6 seats,"9,450","10,667"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR Membership - Light - 6 seats,"9,450","9,923"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR Membership - Super Light - 7 seats,"10,086","10,590"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR HIGHER Membership - Super Light - 7 seats,"10,086","10,590"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR Membership - Midsize,"10,145","10,652"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR HIGHER Membership - Midsize,"10,145","10,652"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR Membership - Super Midsize,"12,675","13,309"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR HIGHER Membership - Super Midsize,"12,675","13,309"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR Membership - Large,"15,871","16,665"
Stratos Jet Charters (ST),"Orlando, FL",https://www.stratosjets.com/,1.888.478.7286,ST - Stratos - SOAR HIGHER Membership - Large,"15,871","16,665"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - M2,"3,325","3,574"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - CJ3+,"3,800","4,085"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - XLS+,"4,940","5,311"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - Sovereign +,"5,700","6,128"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - Longitude,"7,125","7,659"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - Falcon 2000 ,"11,000","11,825"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Insight - 150k - M2,"3,220","3,462"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Insight - 150k - CJ3+,"3,680","3,956"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Insight - 150k - XLS+,"4,784","5,143"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Insight - 150k - Sovereign +,"5,520","5,934"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Insight - 150k - Longitude,"6,900","7,418"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Insight - 150k - Falcon 2000,"6,900","7,418"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - Falcon 2000,"6,750","7,256"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - M2,"3,150","3,386"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - CJ3+,"3,600","3,870"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - XLS+,"4,680","5,031"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - Sovereign +,"5,400","5,805"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - Longitude,"6,750","7,256"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - Falcon 2000,"7,125","7,659"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 150k - G600,"12,000","12,900"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - M2,"3,150","3,386"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - CJ3+,"3,600","3,870"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - XLS+,"4,680","5,031"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - Sovereign +,"5,400","5,805"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - Longitude,"6,750","7,256"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Authenticity - 300k - G600,"11,500","12,363"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Prestige - 500k - G600,"11,000","11,825"
Thrive Aviation (TH),"Las Vegas, NV",https://www.flythrive.com/,Scott.Musselwhite@flythrive.com,TH - Thrive - 50k - G600,"12,500","13,438"
Tradewind Aviation (TA) - 300 nautical miles from Westchester County Airport (HPN) and 300 nautical miles from San Juan (SJU),"Oxford, CT",www.flytradewind.com,charter@flytradewind.com,TA - Goodspeed 40,"4,650","5,531"
Tradewind Aviation (TA) - 300 nautical miles from Westchester County Airport (HPN) and 300 nautical miles from San Juan (SJU),"Oxford, CT",www.flytradewind.com,charter@flytradewind.com,TA - Goodspeed 25,"4,800","5,692"
Tradewind Aviation (TA) - 300 nautical miles from Westchester County Airport (HPN) and 300 nautical miles from San Juan (SJU),"Oxford, CT",www.flytradewind.com,charter@flytradewind.com,TA - Goodspeed 10,"4,950","5,853"
Unity Jets (UJ),"US:Miami, FL",www.unityjets.com,kevin@unityjets.com,UJ - Dynamic,Dynamic Pricing,
Vault Aviation (VA) - Accepting new members on a case-by-case basis,"Dallas, TX",www.vaultjet.com ,paul@vaultjet.com,VA - Vault Aviation MAX Jet Card Light Jets,"6,495","6,495"
Vault Aviation (VA) - Accepting new members on a case-by-case basis,"Dallas, TX",www.vaultjet.com ,paul@vaultjet.com,VA - Vault Aviation MAX Jet Card Midsize,"7,895","7,895"
Vault Aviation (VA) - Accepting new members on a case-by-case basis,"Dallas, TX",www.vaultjet.com ,paul@vaultjet.com,VA - Vault Aviation MAX Jet Card Super Midsize,"8,995","8,995"
